function_nodeinfo,rate_function_nodeinfo,success_rate_function_nodeinfo,cpu_usage_function_nodeinfo,ram_usage_function_nodeinfo,replica_nodeinfo,overloaded_function_nodeinfo,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,replica_shasum,overloaded_function_shasum,function_cows,rate_function_cows,success_rate_function_cows,cpu_usage_function_cows,ram_usage_function_cows,replica_cows,overloaded_function_cows,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
nodeinfo,0,1.000,0.000,0.000,1,0,shasum,0,1.000,0.000,0.000,1,0,cows,0,1.000,0.000,0.000,1,0,49.240,49.240,14526671530.667,14526671530.667,10,0
nodeinfo,0,1.000,0.000,0.000,1,0,shasum,0,1.000,0.000,0.000,1,0,cows,0,1.000,0.000,0.000,1,0,50.960,50.960,14529075882.667,14529075882.667,10,0
nodeinfo,0,1.000,0.000,0.000,1,0,shasum,0,1.000,0.000,0.000,1,0,cows,0,1.000,0.000,0.000,1,0,49.880,49.880,14530140842.667,14530140842.667,10,0
nodeinfo,0,1.000,0.143,21805056.000,1,0,shasum,0,1.000,0.083,5560832.000,1,0,cows,10,1.000,1.706,23733248.000,1,0,45.960,50.230,14527771306.667,14528592042.667,10,0
nodeinfo,0,1.000,0.136,22258346.667,1,0,shasum,0,1.000,0.080,6044160.000,1,0,cows,10,1.000,2.478,5554176.000,1,0,86.280,96.930,14557553322.667,14538132480.000,10,0
nodeinfo,0,1.000,0.108,22647808.000,1,0,shasum,0,1.000,0.083,6564352.000,1,0,cows,10,1.000,3.035,13795328.000,1,0,74.120,79.104,14456436736.000,14487505408.000,10,0
nodeinfo,0,1.000,0.128,23253504.000,1,0,shasum,0,1.000,0.082,6944768.000,1,0,cows,20,1.000,3.499,6651904.000,1,0,81.400,82.080,14473342976.000,14499417770.667,10,0
nodeinfo,0,1.000,0.142,23816192.000,1,0,shasum,0,1.000,0.087,7213568.000,1,0,cows,20,1.000,3.246,14131200.000,1,0,95.360,113.503,14478454784.000,14513840128.000,10,0
nodeinfo,0,1.000,0.139,24816128.000,1,0,shasum,0,1.000,0.075,7535616.000,1,0,cows,20,1.000,2.812,6803456.000,1,0,83.143,83.506,14487565653.333,14494628352.000,10,0
nodeinfo,0,1.000,0.131,25127936.000,1,0,shasum,0,1.000,0.074,7829504.000,1,0,cows,30,1.000,2.972,5419008.000,1,0,82.560,101.220,14488704341.333,14518108330.667,10,0
nodeinfo,0,1.000,0.149,25598464.000,1,0,shasum,0,1.000,0.065,8068096.000,1,0,cows,30,1.000,4.390,14770176.000,1,0,93.984,89.616,14495967914.667,14499657728.000,10,0
nodeinfo,0,1.000,0.126,24610816.000,1,0,shasum,0,1.000,0.090,8366592.000,1,0,cows,30,1.000,5.001,13438976.000,1,0,86.880,104.790,14490692266.667,14522284544.000,10,0
nodeinfo,0,1.000,0.133,24898560.000,1,0,shasum,0,1.000,0.086,8796160.000,1,0,cows,40,1.000,5.956,13715456.000,1,0,89.000,91.520,14493138944.000,14500619946.667,10,0
nodeinfo,0,1.000,0.127,25107456.000,1,0,shasum,0,1.000,0.077,8786432.000,1,0,cows,40,1.000,5.306,38856704.000,1,0,96.440,93.190,14505327274.667,14507600042.667,10,0
nodeinfo,0,1.000,0.106,24944128.000,1,0,shasum,0,1.000,0.094,8834048.000,1,0,cows,40,1.000,4.206,5206016.000,1,0,89.920,108.180,14503395328.000,14532188160.000,10,0
nodeinfo,0,1.000,0.118,25034581.333,1,0,shasum,0,1.000,0.080,8875520.000,1,0,cows,50,1.000,5.140,7225344.000,5,0,95.920,101.370,14510967466.667,14523394901.333,10,0
nodeinfo,0,1.000,0.117,25146368.000,1,0,shasum,0,1.000,0.074,8881664.000,1,0,cows,50,1.000,7.044,16515072.000,1,0,127.280,122.130,14551977984.000,14537008128.000,10,0
nodeinfo,0,1.000,0.125,25399808.000,1,0,shasum,0,1.000,0.079,8894805.333,1,0,cows,50,0.999,6.006,40709632.000,1,0,96.440,97.290,14518455637.333,14527990442.667,10,0
nodeinfo,0,1.000,0.126,25430528.000,1,0,shasum,10,1.000,0.771,3248128.000,1,0,cows,0,1.000,3.208,5251072.000,1,0,103.680,85.040,14521301674.667,14527236437.333,10,0
nodeinfo,0,1.000,0.133,25776298.667,1,0,shasum,10,1.000,1.158,4464128.000,1,0,cows,0,1.000,0.112,44440405.333,1,0,81.000,74.450,14501997909.333,14518836736.000,10,0
nodeinfo,0,1.000,0.131,26155008.000,1,0,shasum,10,1.000,1.656,3784704.000,1,0,cows,0,1.000,0.087,44527616.000,1,0,84.240,89.590,14512646144.000,14543278762.667,10,0
nodeinfo,0,1.000,0.132,26484736.000,1,0,shasum,10,1.000,1.426,3612160.000,5,0,cows,10,1.000,1.055,11587584.000,5,0,96.320,95.210,14531245397.333,14546980352.000,10,0
nodeinfo,0,1.000,0.143,26809514.667,1,0,shasum,10,1.000,1.261,3882496.000,5,0,cows,10,1.000,2.043,17238698.667,5,0,117.880,108.850,14581527210.667,14577995776.000,10,0
nodeinfo,0,1.000,0.118,27052544.000,1,0,shasum,10,1.000,1.379,3891200.000,5,0,cows,10,1.000,2.561,44487680.000,5,0,114.000,108.130,14574654122.667,14575584085.333,10,0
nodeinfo,0,1.000,0.215,27274240.000,1,0,shasum,10,1.000,1.192,3485184.000,5,0,cows,20,1.000,2.833,4296704.000,5,0,107.640,110.260,14575839232.000,14559683072.000,10,0
nodeinfo,0,1.000,0.144,27415040.000,1,0,shasum,10,1.000,1.460,4497408.000,5,0,cows,20,1.000,7.190,12396544.000,13,0,118.320,131.370,14527136426.667,14629068629.333,10,0
nodeinfo,0,1.000,0.125,27604480.000,1,0,shasum,10,1.000,1.826,4345344.000,5,0,cows,20,1.000,2.974,4431872.000,5,0,131.200,135.580,14776588970.667,14687370581.333,10,0
nodeinfo,0,1.000,0.115,27720704.000,1,0,shasum,10,1.000,1.338,3489792.000,5,0,cows,30,1.000,7.275,16479744.000,13,0,117.720,133.880,14558932992.000,14657462954.667,10,0
nodeinfo,0,1.000,0.141,27869696.000,1,0,shasum,10,1.000,1.658,4095488.000,5,0,cows,30,1.000,11.207,25902080.000,20,1,132.720,146.000,14809991168.000,14904488789.333,10,1
nodeinfo,0,1.000,0.119,25689088.000,1,0,shasum,10,1.000,1.170,4467370.667,1,0,cows,30,1.000,4.593,26611712.000,5,0,144.360,133.890,15030676138.667,14857556821.333,20,0
nodeinfo,0,1.000,0.126,25621845.333,1,0,shasum,10,1.000,1.457,3440640.000,1,0,cows,40,1.000,11.605,15904768.000,13,0,143.280,155.890,14557480960.000,14703604906.667,10,0
nodeinfo,0,1.000,0.148,25690624.000,1,0,shasum,10,1.000,1.024,3895296.000,1,0,cows,40,1.000,5.327,25239552.000,5,0,129.240,140.660,14846227114.667,14785105749.333,20,0
nodeinfo,0,1.000,0.129,25850538.667,1,0,shasum,10,1.000,1.474,3868160.000,1,0,cows,40,1.000,11.470,15938048.000,13,0,155.640,146.290,14590443520.000,14710858752.000,10,0
nodeinfo,0,1.000,0.129,25999530.667,1,0,shasum,10,1.000,1.241,3888469.333,1,0,cows,50,0.999,5.496,25339221.333,5,0,161.040,144.010,14860195840.000,14797377536.000,20,0
nodeinfo,0,1.000,0.130,25723904.000,1,0,shasum,10,1.000,1.748,4513792.000,1,0,cows,50,1.000,13.356,17287168.000,13,0,152.920,159.020,14599915520.000,14726209706.667,10,0
nodeinfo,0,1.000,0.122,25845077.333,1,0,shasum,10,1.000,1.189,3799722.667,1,0,cows,50,1.000,5.393,20510037.333,5,0,165.320,147.260,14886930432.000,14812219904.000,20,0
nodeinfo,0,1.000,0.109,25947648.000,1,0,shasum,20,1.000,1.788,4453205.333,1,0,cows,0,1.000,4.960,16530090.667,1,0,170.080,139.620,14613662378.667,14668579669.333,10,0
nodeinfo,0,1.000,0.135,25992874.667,1,0,shasum,20,1.000,3.140,6365184.000,1,0,cows,0,1.000,0.100,47142058.667,1,0,121.587,96.467,14564078933.333,14554790400.000,10,0
nodeinfo,0,1.000,0.118,26087424.000,1,0,shasum,20,1.000,2.045,2998272.000,1,0,cows,0,1.000,0.099,47282005.333,1,0,89.400,100.660,14535073109.333,14568001877.333,10,0
nodeinfo,0,1.000,0.155,26255872.000,1,0,shasum,20,1.000,2.564,5042176.000,1,0,cows,10,1.000,0.936,46091776.000,1,0,102.720,88.820,14546355541.333,14539366741.333,10,0
nodeinfo,0,1.000,0.098,26472448.000,1,0,shasum,20,1.000,2.496,4339712.000,1,0,cows,10,1.000,1.058,5791744.000,1,0,123.240,113.860,14560357034.667,14570443264.000,10,0
nodeinfo,0,1.000,0.132,26557952.000,1,0,shasum,20,1.000,3.448,3876864.000,1,0,cows,10,1.000,0.910,6291456.000,1,0,112.080,112.440,14552399189.333,14573673813.333,10,0
nodeinfo,0,1.000,0.133,26566144.000,1,0,shasum,20,1.000,2.143,4483072.000,1,0,cows,20,1.000,1.800,7393280.000,1,0,125.360,112.950,14566085973.333,14579498325.333,10,0
nodeinfo,0,1.000,0.123,26385920.000,1,0,shasum,20,1.000,2.569,3876352.000,1,0,cows,20,1.000,2.924,47379456.000,1,0,124.920,115.030,14567097685.333,14586891776.000,10,0
nodeinfo,0,1.000,0.107,26519722.667,1,0,shasum,20,1.000,3.321,4202496.000,1,0,cows,20,1.000,5.348,47526400.000,1,0,120.640,116.920,14577760256.000,14591945386.667,10,0
nodeinfo,0,1.000,0.134,26639360.000,1,0,shasum,20,1.000,2.016,4197376.000,1,0,cows,30,1.000,2.435,17123328.000,1,0,129.960,116.070,14578271573.333,14588812800.000,10,0
nodeinfo,0,1.000,0.139,26829824.000,1,0,shasum,20,1.000,3.267,5697536.000,1,0,cows,30,1.000,3.497,12759040.000,1,0,135.040,122.790,14571401898.667,14586687658.667,10,0
nodeinfo,0,1.000,0.127,26966016.000,1,0,shasum,20,1.000,2.743,4155392.000,5,0,cows,30,1.000,3.430,7413760.000,5,0,128.440,121.149,14570216106.667,14584556373.333,10,0
nodeinfo,0,1.000,0.129,26857984.000,1,0,shasum,20,1.000,2.936,4386304.000,5,0,cows,40,1.000,4.210,20119552.000,5,0,130.160,127.000,14590989653.333,14594393770.667,10,0
nodeinfo,0,1.000,0.122,26884096.000,1,0,shasum,20,1.000,2.362,4157440.000,5,0,cows,40,1.000,8.641,11257856.000,13,0,129.200,145.920,14591144618.667,14680678400.000,10,0
nodeinfo,0,1.000,0.133,26939392.000,1,0,shasum,20,1.000,3.439,4945408.000,9,0,cows,40,1.000,8.438,23914496.000,17,1,133.600,131.770,14825824938.667,14895976448.000,10,1
nodeinfo,0,1.000,0.137,26234880.000,1,0,shasum,30,1.000,2.345,4734976.000,5,0,cows,0,1.000,3.237,24799232.000,1,0,160.200,133.403,15008804864.000,14887577088.000,20,0
nodeinfo,0,1.000,0.120,26230784.000,1,0,shasum,30,1.000,4.792,2883584.000,9,0,cows,0,1.000,0.114,42186581.333,1,0,123.760,95.500,14564233216.000,14562797738.667,10,0
nodeinfo,0,1.000,0.137,26392746.667,1,0,shasum,30,1.000,5.311,5456384.000,13,0,cows,0,1.000,0.110,41867776.000,1,0,113.000,103.250,14609255082.667,14662194688.000,10,0
nodeinfo,0,1.000,0.107,26309120.000,1,0,shasum,30,1.000,3.213,7731200.000,5,0,cows,10,1.000,0.527,42107904.000,1,0,104.040,111.990,14711805269.333,14713005226.667,20,0
nodeinfo,0,1.000,0.129,26357248.000,1,0,shasum,30,1.000,4.684,4778496.000,1,0,cows,10,1.000,3.761,10305536.000,1,0,169.720,142.050,14584976042.667,14618180608.000,10,0
nodeinfo,0,1.000,0.135,26528768.000,1,0,shasum,30,1.000,4.363,4374528.000,1,0,cows,10,1.000,2.755,7794688.000,1,0,140.880,132.370,14572795904.000,14595709269.333,10,0
nodeinfo,0,1.000,0.112,26652672.000,1,0,shasum,30,1.000,3.208,4146688.000,1,0,cows,20,1.000,1.351,5025792.000,1,0,130.600,126.710,14563482965.333,14583915349.333,10,0
nodeinfo,0,1.000,0.132,26813440.000,1,0,shasum,30,1.000,3.767,4769792.000,1,0,cows,20,0.998,1.122,5976064.000,1,0,130.720,120.410,14557728085.333,14580089344.000,10,0
nodeinfo,0,1.000,0.128,27038720.000,1,0,shasum,30,1.000,2.691,4179968.000,1,0,cows,20,1.000,3.881,7495680.000,1,0,126.400,122.720,14572375381.333,14592017749.333,10,0
nodeinfo,0,1.000,0.133,26843648.000,1,0,shasum,30,1.000,3.998,4109312.000,1,0,cows,30,1.000,3.478,6778880.000,1,0,123.560,147.400,14578689365.333,14625941504.000,10,0
nodeinfo,0,1.000,0.118,26894848.000,1,0,shasum,30,1.000,4.554,6070272.000,1,0,cows,30,1.000,4.432,6225920.000,1,0,194.160,146.500,14594033664.000,14542810112.000,10,0
nodeinfo,0,1.000,0.126,27128832.000,1,0,shasum,30,1.000,4.464,4157440.000,1,0,cows,30,1.000,4.574,12892160.000,1,0,134.200,126.300,14518842709.333,14537848320.000,10,0
nodeinfo,0,1.000,0.109,27258368.000,1,0,shasum,30,1.000,1.983,6430720.000,1,0,cows,40,1.000,3.836,5849088.000,1,0,135.280,127.680,14525533525.333,14538127701.333,10,0
nodeinfo,0,1.000,0.122,27430400.000,1,0,shasum,30,1.000,3.938,4055040.000,1,0,cows,40,1.000,4.880,20348928.000,1,0,138.040,126.650,14519401130.667,14538648234.667,10,0
nodeinfo,0,1.000,0.126,27668480.000,1,0,shasum,30,1.000,4.042,4612096.000,1,0,cows,40,1.000,4.572,13496320.000,1,0,136.400,126.650,14530440533.333,14547142656.000,10,0
nodeinfo,0,1.000,0.118,28027392.000,1,0,shasum,30,1.000,3.971,4555776.000,1,0,cows,50,1.000,7.176,19939328.000,1,0,141.280,130.774,14505992192.000,14487208106.667,10,0
nodeinfo,0,1.000,0.134,28168192.000,1,0,shasum,30,1.000,3.946,3993600.000,1,0,cows,50,1.000,4.965,6651904.000,1,0,141.960,129.880,14450962432.000,14472406869.333,10,0
nodeinfo,0,1.000,0.142,28500480.000,1,0,shasum,30,1.000,4.102,4153344.000,5,0,cows,50,1.000,4.394,7385088.000,5,0,142.880,130.720,14468924074.667,14487772842.667,10,0
nodeinfo,0,1.000,0.129,28087296.000,1,0,shasum,40,1.000,5.286,4532224.000,5,0,cows,0,1.000,2.592,49450154.667,1,0,131.400,120.280,14475053056.000,14464790698.667,10,0
nodeinfo,0,1.000,0.126,28133888.000,1,0,shasum,40,1.000,5.748,4828672.000,5,0,cows,0,1.000,0.108,49547264.000,1,0,95.840,99.380,14419886762.667,14425373013.333,10,0
nodeinfo,0,1.000,0.118,28277760.000,1,0,shasum,40,1.000,6.306,4286464.000,5,0,cows,0,1.000,0.089,49604096.000,1,0,115.200,117.380,14433368746.667,14459324928.000,10,0
nodeinfo,0,1.000,0.122,28185088.000,1,0,shasum,40,1.000,5.106,4612096.000,5,0,cows,10,1.000,0.919,49754112.000,5,0,110.440,107.820,14425184938.667,14420827477.333,10,0
nodeinfo,0,1.000,0.118,28264960.000,1,0,shasum,40,1.000,5.663,5822976.000,13,0,cows,10,1.000,1.666,5955584.000,5,0,119.880,135.530,14456131584.000,14499156821.333,10,0
nodeinfo,0,1.000,0.133,28378965.333,1,0,shasum,40,1.000,5.610,8661504.000,20,1,cows,10,1.000,1.633,7471104.000,5,0,129.880,137.970,14595268608.000,14641969664.000,10,1
nodeinfo,0,1.000,0.111,28659712.000,1,0,shasum,50,1.000,5.467,4320256.000,5,0,cows,0,1.000,0.492,20242432.000,1,0,141.720,133.920,14732280490.667,14690753194.667,20,0
nodeinfo,0,1.000,0.120,29033984.000,1,0,shasum,50,1.000,4.953,5654016.000,9,0,cows,0,1.000,0.112,50265600.000,1,0,139.880,111.480,14489470293.333,14488071680.000,10,0
nodeinfo,0,1.000,0.155,29127680.000,1,0,shasum,50,1.000,6.953,5188437.333,13,0,cows,0,1.000,0.116,50246656.000,1,0,100.320,102.510,14524633088.000,14551070720.000,10,0
nodeinfo,0,1.000,0.127,29039616.000,1,0,shasum,50,1.000,6.676,8506880.000,17,1,cows,10,1.000,0.859,50089984.000,5,0,115.000,110.800,14595720533.333,14627675477.333,10,1
nodeinfo,0,1.000,0.134,29185024.000,1,0,shasum,50,1.000,4.145,9044992.000,5,0,cows,10,1.000,2.042,5545984.000,5,0,132.240,152.180,14727575552.000,14730746880.000,20,0
nodeinfo,0,1.000,0.124,29211136.000,1,0,shasum,50,1.000,5.978,3674112.000,9,0,cows,10,1.000,1.200,4501504.000,1,0,168.120,147.970,14593095680.000,14597285888.000,10,0
nodeinfo,0,1.000,0.126,29195776.000,1,0,shasum,50,1.000,7.482,8027477.333,20,1,cows,20,1.000,2.099,7802880.000,5,0,132.760,153.470,14625646592.000,14684958549.333,10,1
nodeinfo,0,1.000,0.118,29392896.000,1,0,shasum,50,1.000,6.182,8638634.667,5,0,cows,20,1.000,3.069,5095424.000,5,0,152.680,141.910,14816181589.333,14813927594.667,20,0
nodeinfo,0,1.000,0.133,29254656.000,1,0,shasum,50,1.000,6.789,2756608.000,9,0,cows,20,1.000,4.556,17142272.000,9,0,172.485,144.711,14612832256.000,14628166826.667,10,0
nodeinfo,0,1.000,0.117,29103104.000,1,0,shasum,50,1.000,7.207,5047296.000,13,0,cows,30,1.000,7.116,25024000.000,13,0,143.320,136.350,14731869525.333,14802629632.000,10,0
nodeinfo,0,1.000,0.116,27921920.000,1,0,shasum,50,1.000,7.327,8428032.000,17,1,cows,30,1.000,9.800,13729621.333,17,1,166.960,153.702,14912384341.333,14987976021.333,10,1
nodeinfo,0,1.000,0.143,27049472.000,1,0,shasum,50,1.000,5.915,2527232.000,5,0,cows,30,1.000,4.439,21278720.000,1,0,171.640,175.220,15114351274.667,14992760490.667,20,0
nodeinfo,0,1.000,0.123,27574272.000,1,0,shasum,50,1.000,7.539,4933120.000,13,0,cows,40,1.000,3.172,5414912.000,1,0,212.720,186.010,14578959018.667,14615742976.000,10,0
nodeinfo,0,1.000,0.141,27893248.000,1,0,shasum,50,1.000,5.059,8426837.333,1,0,cows,40,1.000,4.972,17655125.333,1,0,183.520,144.830,14653539669.333,14683154773.333,20,0
nodeinfo,0,1.000,0.127,28429312.000,1,0,shasum,50,1.000,6.541,4984832.000,1,0,cows,40,1.000,3.458,9256960.000,1,0,177.000,155.800,14505791488.000,14524437162.667,10,0
nodeinfo,0,1.000,0.121,28635136.000,1,0,shasum,50,1.000,5.600,5033984.000,1,0,cows,50,1.000,4.885,18657280.000,1,0,138.440,145.140,14507732309.333,14530269696.000,10,0
nodeinfo,0,1.000,0.119,28919466.667,1,0,shasum,50,1.000,5.684,4929536.000,1,0,cows,50,1.000,6.281,14921728.000,1,0,148.560,143.870,14513630549.333,14509879637.333,10,0
nodeinfo,0,1.000,0.127,29093888.000,1,0,shasum,50,1.000,5.242,7208960.000,1,0,cows,50,1.000,4.364,5271552.000,1,0,150.348,144.537,14433994752.000,14450216277.333,10,0
nodeinfo,10,1.000,1.021,30576640.000,1,0,shasum,0,1.000,2.444,3332096.000,1,0,cows,0,1.000,4.373,5382144.000,1,0,147.680,112.090,14437207381.333,14452011861.333,10,0
nodeinfo,10,1.000,3.032,12967936.000,1,0,shasum,0,1.000,0.071,14815232.000,1,0,cows,0,1.000,0.102,49819136.000,1,0,92.720,81.840,14432997376.000,14423215957.333,10,0
nodeinfo,10,1.000,2.428,6418432.000,1,0,shasum,0,1.000,0.084,14831104.000,1,0,cows,0,1.000,0.106,49877504.000,1,0,85.680,98.580,14411469482.667,14440586752.000,10,0
nodeinfo,10,1.000,2.302,6934528.000,1,0,shasum,0,1.000,0.119,14841685.333,1,0,cows,10,1.000,0.676,49652736.000,1,0,81.937,83.444,14405904384.000,14410056021.333,10,0
nodeinfo,10,1.000,5.149,12654592.000,1,0,shasum,0,1.000,0.081,14815232.000,1,0,cows,10,1.000,2.607,50257920.000,1,0,111.200,105.360,14431849130.667,14455149568.000,10,0
nodeinfo,10,1.000,3.607,12820480.000,1,0,shasum,0,1.000,0.088,14815232.000,1,0,cows,10,1.000,2.450,6365184.000,1,0,113.960,105.780,14452912128.000,14467471018.667,10,0
nodeinfo,10,1.000,2.812,3063808.000,1,0,shasum,0,1.000,0.095,14815232.000,1,0,cows,20,1.000,2.001,15601664.000,1,0,113.040,117.030,14443276288.000,14460835669.333,10,0
nodeinfo,10,1.000,2.645,7172096.000,1,0,shasum,0,1.000,0.082,14815232.000,1,0,cows,20,1.000,3.985,13094912.000,1,0,120.880,114.490,14446875989.333,14465608362.667,10,0
nodeinfo,10,1.000,2.627,4939776.000,1,0,shasum,0,1.000,0.075,14815232.000,1,0,cows,20,1.000,2.138,9859072.000,1,0,142.400,128.110,14442439338.667,14463486122.667,10,0
nodeinfo,10,1.000,1.990,5267456.000,5,0,shasum,0,1.000,0.099,14815232.000,1,0,cows,30,1.000,3.357,18011136.000,5,0,120.640,152.860,14439746901.333,14519382357.333,10,0
nodeinfo,10,1.000,1.824,5144576.000,5,0,shasum,0,1.000,0.069,14815232.000,1,0,cows,30,1.000,2.824,12435456.000,5,0,131.240,135.570,14468571818.667,14473973248.000,10,0
nodeinfo,10,1.000,2.927,5144576.000,5,0,shasum,0,1.000,0.092,14815232.000,1,0,cows,30,1.000,3.839,6291456.000,5,0,134.453,122.303,14497819306.667,14460793685.333,10,0
nodeinfo,10,1.000,2.057,11345920.000,5,0,shasum,0,1.000,0.082,14815232.000,1,0,cows,40,1.000,3.696,50582016.000,5,0,128.640,140.060,14484174165.333,14469656405.333,10,0
nodeinfo,10,1.000,3.166,5820416.000,1,0,shasum,0,1.000,0.085,14815232.000,1,0,cows,40,1.000,9.720,17013760.000,9,0,121.440,154.280,14484605610.667,14570162346.667,10,0
nodeinfo,10,1.000,1.675,6074368.000,5,0,shasum,0,1.000,0.083,14815232.000,1,0,cows,40,1.000,11.398,25917952.000,20,1,159.920,168.140,14722170880.000,14804409344.000,10,1
nodeinfo,10,1.000,2.427,7544832.000,5,0,shasum,10,1.000,0.843,17437696.000,5,0,cows,0,1.000,2.589,27428864.000,1,0,163.040,150.880,14960974506.667,14814696448.000,20,0
nodeinfo,10,1.000,3.491,15854250.667,5,0,shasum,10,1.000,1.382,3743744.000,5,0,cows,0,1.000,0.120,49039360.000,1,0,125.600,116.510,14523153749.333,14525449386.667,10,0
nodeinfo,10,1.000,1.534,8433664.000,5,0,shasum,10,1.000,1.758,3801088.000,5,0,cows,0,1.000,0.096,48819029.333,1,0,140.600,152.680,14554540032.000,14599675221.333,10,0
nodeinfo,10,1.000,2.692,16732160.000,1,0,shasum,10,1.000,1.351,3156650.667,1,0,cows,10,1.000,0.891,48947712.000,1,0,126.800,130.530,14554707285.333,14537486165.333,10,0
nodeinfo,10,1.000,2.666,13787136.000,1,0,shasum,10,1.000,1.169,3837440.000,1,0,cows,10,0.997,0.983,5451776.000,1,0,152.000,145.770,14483355648.000,14567864320.000,10,0
nodeinfo,10,1.000,1.677,4001792.000,1,0,shasum,10,1.000,1.694,5201920.000,1,0,cows,10,1.000,1.920,8863744.000,1,0,136.640,141.060,14538511018.667,14590623914.667,10,0
nodeinfo,10,1.000,2.333,13086720.000,1,0,shasum,10,1.000,1.955,3641344.000,1,0,cows,20,1.000,3.859,17412096.000,9,0,138.320,149.750,14541013674.667,14629688320.000,10,0
nodeinfo,10,1.000,3.079,20850688.000,1,0,shasum,10,1.000,1.749,5394432.000,1,0,cows,20,1.000,9.297,7802880.000,17,1,181.280,186.700,14732137130.667,14856554325.333,10,1
nodeinfo,10,1.000,2.632,17316522.667,1,0,shasum,10,1.000,1.038,3825152.000,1,0,cows,20,1.000,5.272,20371456.000,1,0,185.520,164.580,14982786389.333,14906638165.333,20,0
nodeinfo,10,1.000,2.001,7401472.000,1,0,shasum,10,1.000,1.634,3778048.000,1,0,cows,30,1.000,4.370,13440000.000,9,0,140.160,159.530,14560275114.667,14677151402.667,10,0
nodeinfo,10,1.000,1.460,7421952.000,1,0,shasum,10,1.000,1.651,2760704.000,1,0,cows,30,1.000,5.803,14163968.000,1,0,194.920,186.600,14777987072.000,14802430976.000,10,0
nodeinfo,10,1.000,2.531,16424960.000,1,0,shasum,10,1.000,1.415,3836928.000,1,0,cows,30,1.000,4.421,18964480.000,1,0,167.560,172.670,14608064512.000,14627036501.333,10,0
nodeinfo,10,1.000,1.957,4771840.000,1,0,shasum,10,1.000,1.624,3942400.000,1,0,cows,40,1.000,3.706,4743168.000,1,0,150.080,149.640,14581894485.333,14615609856.000,10,0
nodeinfo,10,1.000,1.528,6017024.000,1,0,shasum,10,1.000,1.622,5509120.000,1,0,cows,40,0.998,3.664,5976064.000,1,0,166.480,152.780,14591573333.333,14628196864.000,10,0
nodeinfo,10,1.000,1.672,7335936.000,1,0,shasum,10,1.000,1.251,3748864.000,1,0,cows,40,1.000,4.789,20004864.000,1,0,153.040,153.270,14583582720.000,14616624640.000,10,0
nodeinfo,10,1.000,2.166,6029312.000,1,0,shasum,10,1.000,1.179,4067328.000,1,0,cows,50,0.999,5.093,4071424.000,1,0,149.320,154.700,14590657194.667,14629604181.333,10,0
nodeinfo,10,1.000,1.881,8642560.000,1,0,shasum,10,1.000,1.623,3871232.000,1,0,cows,50,1.000,5.772,6201344.000,1,0,165.640,142.410,14586647893.333,14611636736.000,10,0
nodeinfo,10,1.000,1.767,7380992.000,1,0,shasum,10,1.000,1.504,4141056.000,1,0,cows,50,1.000,5.544,45647701.333,1,0,136.880,138.593,14590116522.667,14631286442.667,10,0
nodeinfo,10,1.000,1.755,5390336.000,1,0,shasum,20,1.000,2.894,3857408.000,1,0,cows,0,1.000,2.326,7249920.000,1,0,143.920,128.170,14599066282.667,14619524266.667,10,0
nodeinfo,10,1.000,2.069,7073792.000,1,0,shasum,20,1.000,2.844,5521408.000,1,0,cows,0,1.000,0.098,46026752.000,1,0,135.400,113.350,14561447253.333,14576437589.333,10,0
nodeinfo,10,1.000,3.287,5103616.000,1,0,shasum,20,1.000,2.257,4062720.000,1,0,cows,0,1.000,0.096,46029312.000,1,0,118.680,144.470,14562140842.667,14627358890.667,10,0
